,Street,City,State,Zip,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,County,Country,Source,Census Year,State FIPS,County FIPS,Place Name,Place FIPS,Census Tract Code,Census Block Code,Census Block Group,Full FIPS,Metro/Micro Statistical Area Name,Metro/Micro Statistical Area Code,Metro/Micro Statistical Area Type,Combined Statistical Area Name,Combined Statistical Area Code,Metropolitan Division Area Name,Metropolitan Division Area Code,count
273,1006 Thannisch Dr  , Arlington, TX,76011,32.750622,-97.103355,1,rooftop,1006,Tarrant County,US,Tarrant County,2019,48,48439,Arlington,4804000,121704,1035,1,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
275,3015 W Pipeline Rd , Euless, TX,76040,32.821482,-97.133881,1,rooftop,3015,Tarrant County,US,Tarrant County,2019,48,48439,Euless,4824768,113511,1029,1,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,2
276,1404 Weiler Blvd , Fort Worth, TX,76112,32.759868,-97.238504,1,range_interpolation,1404,Tarrant County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48439,Fort Worth,4827000,101401,1000,1,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,2
278,2109 LINCOLN DR , ARLINGTON, TX,76011,32.767993,-97.105179,1,range_interpolation,2109,Tarrant County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48439,Arlington,4804000,113111,4007,4,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,5
279,555 Precinct Line Rd , Hurst, TX,76053,32.819623,-97.187003,1,rooftop,555,Tarrant County,US,Tarrant County,2019,48,48439,Hurst,4835576,113405,1000,1,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
281,2626 Swale Dr 11302, Fort Worth, TX,76140,32.620058,-97.274934,0.33,place,,Tarrant County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48439,Fort Worth,4827000,106004,3045,3,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,5
290,8201 SARTAIN DR , FORT WORTH, TX,76120,32.767518,-97.174971,1,rooftop,8201,Tarrant County,US,Tarrant County,2019,48,48439,Fort Worth,4827000,106511,4006,4,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,3
296,501 S Edgewood Ter , Fort Worth, TX,76103,32.739278,-97.253059,1,rooftop,501,Tarrant County,US,Tarrant County,2019,48,48439,Fort Worth,4827000,101403,3006,3,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,3
297,8030 Cambridge Cir , Fort Worth, TX,76108,32.742697,-97.454927,1,range_interpolation,8030,Tarrant County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48439,White Settlement,4878544,110704,2018,2,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
301,5400 Boca Raton Blvd , Fort Worth, TX,76112,32.763615,-97.239684,1,range_interpolation,5400,Tarrant County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48439,Fort Worth,4827000,106516,2005,2,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
304,5061 Ridglea Ln 1216, Fort Worth, TX,76116,32.710865,-97.412365,1,rooftop,5061,Tarrant County,US,Tarrant County,2019,48,48439,Fort Worth,4827000,102401,4009,4,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,4
306,917 Coury Rd , Fort Worth, TX,76140,32.625866,-97.29577,1,rooftop,917,Tarrant County,US,Tarrant County,2019,48,48439,Everman,4824912,111202,5013,5,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
308,4151 SW LOOP 820 , FORT WORTH, TX,76132,32.675594,-97.384303,1,rooftop,4151,Tarrant County,US,Tarrant County,2019,48,48439,Fort Worth,4827000,105505,1017,1,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,8
315,2819 Las Vegas Trl 209, Fort Worth, TX,76116,32.734497,-97.466378,1,range_interpolation,2819,Tarrant County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48439,Fort Worth,4827000,105201,4021,4,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,3
316,605 W 1St St 502, Fort Worth, TX,76102,32.754411,-97.336199,1,range_interpolation,605,Tarrant County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48439,Fort Worth,4827000,123300,2108,2,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
317,2324 Ridgmar Plz , Fort Worth, TX,76116,32.737435,-97.423303,1,rooftop,2324,Tarrant County,US,Tarrant County,2019,48,48439,Fort Worth,4827000,123000,2015,2,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
318,8033 Cambridge Cir , Fort Worth, TX,76108,32.741954,-97.455334,1,rooftop,8033,Tarrant County,US,Tarrant County,2019,48,48439,White Settlement,4878544,110704,2020,2,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
319,1197 W Broad St , Mansfield, TX,76063,32.554828,-97.162251,1,rooftop,1197,Tarrant County,US,Tarrant County,2019,48,48439,Mansfield,4846452,111306,2012,2,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
320,2950 Alemeda St , Fort Worth, TX,76108,32.729572,-97.485935,1,rooftop,2950,Tarrant County,US,Tarrant County,2019,48,48439,Fort Worth,4827000,110807,4014,4,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,3
323,13145 Avondale Farms Dr , Haslet, TX,76052,32.967541,-97.408945,1,rooftop,13145,Tarrant County,US,Tarrant County,2019,48,48439,Fort Worth,4827000,114103,8024,8,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
327,7509 Palmetto Dr 1112, Fort Worth, TX,76133,32.632522,-97.390728,1,range_interpolation,7509,Tarrant County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48439,Fort Worth,4827000,105510,2004,2,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
328,7514 Palmetto Dr 901, Fort Worth, TX,76133,32.632237,-97.390843,1,range_interpolation,7514,Tarrant County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48439,Fort Worth,4827000,105510,2003,2,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
330,800 S JENNINGS AVE , FORT WORTH, TX,76104,32.736044,-97.330266,1,rooftop,800,Tarrant County,US,Tarrant County,2019,48,48439,Fort Worth,4827000,123600,1078,1,4.84391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
333,2306 Custer Dr , Dallas, TX,75216,32.701615,-96.785697,1,rooftop,2306,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,8703,2019,2,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
334,1527 E Woodin Blvd , Dallas, TX,75203,32.72292,-96.802407,1,rooftop,1527,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,5500,2029,2,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
335,2916 Ruidoda Ave 2, Dallas, TX,75228,32.832277,-96.682075,0.33,place,,Dallas County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48113,Dallas,4819000,12400,2011,2,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
336,5106 Live Oak St 107, Dallas, TX,75206,32.804467,-96.769454,1,rooftop,5106,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,1400,2001,2,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,3
337,1818 Cedarbrook Dr , Mesquite, TX,75181,32.738967,-96.577809,1,rooftop,1818,Dallas County,US,Dallas,2019,48,48113,Mesquite,4847892,17306,3014,3,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
338,5003 Bryan St 5, Dallas, TX,75206,32.805129,-96.772634,0.9,rooftop,5003,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,1503,1002,1,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
339,6727 OLETA DR , DALLAS, TX,75217,32.713758,-96.705148,1,rooftop,6727,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,9304,4049,4,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
340,925 Sunset Ave , Dallas, TX,75208,32.744449,-96.838898,1,rooftop,925,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,4600,1021,1,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
341,2614 Jeffries St  102, Dallas, TX,75215,32.774193,-96.77134,1,rooftop,2614,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,20300,1085,1,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
342,3328 Shepherd Ln , Balch Springs, TX,75180,32.72358,-96.613217,1,rooftop,3328,Dallas County,US,Dallas,2019,48,48113,Balch Springs,4805372,17202,4018,4,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
343,907 N Beacon St 208, Dallas, TX,75214,32.806339,-96.762587,1,rooftop,907,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,1400,1002,1,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
344,1500 N Garrett Ave , Dallas, TX,75206,32.807507,-96.771605,1,rooftop,1500,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,1503,1000,1,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,2
346,6025 Park Manor Dr , Dallas, TX,75241,32.675182,-96.753433,1,rooftop,6025,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,20200,2003,2,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
347,1727 Bennett Ave 207, Dallas, TX,75206,32.807713,-96.776642,0.9,rooftop,1727,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,900,4008,4,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
349,614 Pyramid Dr , Garland, TX,75040,32.93398,-96.623545,1,rooftop,614,Dallas County,US,City of Garland,2019,48,48113,Garland,4829000,18123,3007,3,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
350,4817 Dove Creek Way , Dallas, TX,75232,32.686071,-96.850452,1,rooftop,4817,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,11001,1017,1,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
351,8903 Valley Ranch E Pkwy , Irving, TX,75063,32.926365,-96.958097,0.9,range_interpolation,8903,Dallas County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48113,Irving,4837000,14129,1001,1,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,2
352,2755 E Ledbetter Dr , Dallas, TX,75216,32.692755,-96.775971,1,range_interpolation,2755,Dallas County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48113,Dallas,4819000,8704,2006,2,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
353,11809 Garden Terrace Dr , Dallas, TX,75243,32.912097,-96.710857,1,range_interpolation,11809,Dallas County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48113,Dallas,4819000,19019,3002,3,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
354,11831 Garden Terrace Dr  , Dallas, TX,75243,32.910717,-96.711016,1,rooftop,11831,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,19019,3002,3,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
355,5722 Highland Hills Dr , Dallas, TX,75241,32.674064,-96.767118,1,range_interpolation,5722,Dallas County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48113,Dallas,4819000,11401,3001,3,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,4
358,7414 E Grand Ave , Dallas, TX,75214,32.808369,-96.730086,1,rooftop,7414,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,1202,1005,1,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,2
360,2800 W DAVIS ST , Dallas, TX,75211,32.748914,-96.867465,1,rooftop,2800,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,4500,2002,2,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
361,1235 Hartsdale Dr  , Dallas, TX,75211,32.757535,-96.869742,1,rooftop,1235,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,6900,3003,3,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
362,11760 Ferguson Rd , Dallas, TX,75228,32.853128,-96.647143,1,rooftop,11760,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,12604,1006,1,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,3
364,202 S Marsalis Ave , Dallas, TX,75203,32.74655,-96.815198,1,rooftop,202,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,4800,1022,1,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
365,321 N Ewing Ave , Dallas, TX,75203,32.752173,-96.813101,1,rooftop,321,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,2000,3014,3,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
366,10850 Walnut Hill Ln , Dallas, TX,75238,32.877934,-96.696145,1,rooftop,10850,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,13007,1000,1,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
368,1557 Copper Meadow Dr , Mesquite, TX,75149,32.776177,-96.573785,1,rooftop,1557,Dallas County,US,Dallas,2019,48,48113,Mesquite,4847892,18104,1086,1,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
369,5861 Bluffman Dr , Dallas, TX,75241,32.676861,-96.763547,1,rooftop,5861,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,11401,1018,1,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
370,716 N PLYMOUTH RD , DALLAS, TX,75211,32.751748,-96.861639,1,rooftop,716,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,6800,2001,2,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
371,843 Dublin Dr A, Richardson, TX,75080,32.942707,-96.762486,1,rooftop,843,Dallas County,US,Dallas,2019,48,48113,Richardson,4861796,19204,4002,4,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
372,5921 Gaston Ave G, Dallas, TX,75214,32.810307,-96.757858,1,rooftop,5921,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,1400,3006,3,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
373,917 N Fitzhugh Ave , Dallas, TX,75204,32.800212,-96.769625,1,range_interpolation,917,Dallas County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48113,Dallas,4819000,1504,3010,3,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,2
374,2516 Bent Brook Dr  , Mesquite, TX,75181,32.740104,-96.542916,1,rooftop,2516,Dallas County,US,Dallas,2019,48,48113,Mesquite,4847892,17305,2042,2,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
377,5821 Bonnie View Rd , Dallas, TX,75241,32.678153,-96.764594,1,range_interpolation,5821,Dallas County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48113,Dallas,4819000,11401,3000,3,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,3
380,1826 N Fitzhugh Ave B, Dallas, TX,75204,32.808071,-96.77796,0.9,rooftop,1826,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,900,4007,4,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
381,3402 S Buckner Blvd , Dallas, TX,75227,32.766562,-96.681642,1,rooftop,3402,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,9000,5029,5,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,2
382,2209 Partridge Dr  , Mesquite, TX,75181,32.727818,-96.53179,1,rooftop,2209,Dallas County,US,Dallas,2019,48,48113,Mesquite,4847892,17305,2012,2,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
383,2017 Walden Pl , Mesquite, TX,75181,32.734836,-96.541356,1,rooftop,2017,Dallas County,US,Dallas,2019,48,48113,Mesquite,4847892,17305,2085,2,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
384,4406 Lafayette St 12, Dallas, TX,75204,32.804586,-96.783602,1,rooftop,4406,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,800,4008,4,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,2
386,701 Milky Way , Garland, TX,75040,32.927192,-96.622889,1,rooftop,701,Dallas County,US,Dallas,2019,48,48113,Garland,4829000,18105,3000,3,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
387,2021 N Fitzhugh Ave E, Dallas, TX,75204,32.809152,-96.780118,1,rooftop,2021,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,800,3004,3,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
388,728 Dandelion Dr  , Mesquite, TX,75149,32.773955,-96.589298,1,rooftop,728,Dallas County,US,Dallas,2019,48,48113,Mesquite,4847892,17702,1035,1,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
389,3636 W Red Bird Ln , Dallas, TX,75237,32.674658,-96.879303,1,rooftop,3636,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,10904,2007,2,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,4
391,1051 Westlake Dr , Desoto, TX,75115,32.608624,-96.839661,1,rooftop,1051,Dallas County,US,Desoto,2019,48,48113,DeSoto,4820092,16610,3005,3,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
394,2207 Terrell Dr , Grand Prairie, TX,75052,32.640276,-97.036176,1,rooftop,2207,Dallas County,US,Dallas,2019,48,48113,Grand Prairie,4830464,16411,2014,2,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
395,6825 MARLA DR , DALLAS, TX,75217,32.714664,-96.703966,1,rooftop,6825,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,9304,4040,4,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
397,1636 Garden Dr , Dallas, TX,75215,32.746807,-96.761938,1,range_interpolation,1636,Dallas County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48113,Dallas,4819000,4000,2018,2,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
